# ,Vehicle Description, Device-ID ,Date ,Time ,OdometerKm,Lat/Lon ,Address ,Latest Batt %,Since Last Check-In
124,E11_KA04D5291_TANKER,e11_ka04d5291_tanker,4/11/2022,14:35:25,3144,13.0106/77.5666,Malleshwaram,,501d 20h 54m
125,W21_KA04A9521_JETTING,w21_ka04a9521_jetting,15/11/2022,9:35:00,61537,12.9275/77.5156,Kenchenahalli,,491d 01h 55m
126,NE1_KA04AA7689_JETTING,ne1_ka04aa7689_jetting,17/11/2022,21:22:49,48,12.9890/77.5654,Srirampuram,,0d 00h 00m
127,NE1_KA04N1245_JEEP,ne1_ka04n1245_jeep,7/12/2022,0:45:37,1733,13.0105/77.5665,Malleshwaram,,1d 21h 40m
128,SW1_KA04A7291_JETTING,sw1_ka04a7291_jetting,20/12/2022,12:24:22,12567,12.9806/77.5731,Hotel Rajmahal,,455d 23h 06m
129,NE2_KA04A9517_JETTING,ne2_ka04a9517_jetting,14/01/2023,15:38:32,10869,12.9894/77.5711,Golden Residency,,430d 19h 52m
130,NW11_KA05AD2945_DESILTING,nw11_ka05ad2945_desilting,13/02/2023,12:58:33,7217,12.9745/77.5483,Chord Road,,400d 22h 31m
131,NW11_KA02B6769_JETTING,nw11_ka02b6769_jetting,16/02/2023,11:25:41,25211,12.9715/77.5550,Goripalya,,1599d 18h 58m
132,N11_KA04AA7682_DESILTING,n11_ka04aa7682_desilting,17/02/2023,10:22:14,53504,13.0578/77.5733,Kodigehalli,,397d 01h 08m
133,NE2_KA049930_TANKER,ne2_ka049930_tanker,17/02/2023,17:47:46,30579,13.0106/77.5674,Malleshwaram,,396d 17h 42m
134,WWM_KA53B3474_DUMPING,wwm_ka53b3474_dumping,3/5/2023,11:35:21,11318,13.0526/77.6198,TPVision Office,,0d 00h 44m
135,SW5_KA04C5144_JETTING,sw5_ka04c5144_jetting,8/6/2023,12:14:44,41066,12.8953/77.5418,Vasantpura,,285d 23h 15m
136,SE6_KA04A9518_JETTING,se6_ka04a9518_jetting,12/6/2023,19:22:16,44969,12.9156/77.6014,BTM Layout 1st Stage,,281d 16h 08m
137,WWM_KA53B3476_DUMPING,wwm_ka53b3476_dumping,14/06/2023,9:27:50,17943,13.0426/77.6015,Visvesvaraya Nagenhalli,,0d 00h 00m
138,WWM_VV1_KA53B3460_JETTING,wwm_vv1_ka53b3460_jetting,18/06/2023,18:31:44,299,13.0692/77.5940,Satya Comforts Serviced Apartments,,89d 19h 43m
139,WWM_KA53B3475_DUMPING,wwm_ka53b3475_dumping,20/06/2023,10:54:07,12519,13.0424/77.6013,Visvesvaraya Nagenhalli,,122d 20h 38m
140,NE1_KA04B7112_TANKER,ne1_ka04b7112_tanker,4/7/2023,15:17:53,90683,13.0111/77.5673,Malleshwaram,,224d 00h 31m
141,SE4_KA04A3282_JETTING,se4_ka04a3282_jetting,20/07/2023,19:41:41,23789,12.9827/77.6496,Thippasandra,,243d 15h 48m
142,WWM_KA53B3477_DUMPING,wwm_ka53b3477_dumping,21/07/2023,10:49:18,5804,13.0425/77.6015,Visvesvaraya Nagenhalli,,105d 02h 01m
143,NE1_KA04A9516_JETTING,ne1_ka04a9516_jetting,21/07/2023,14:36:04,155812,13.0105/77.5667,Malleshwaram,,0d 00h 00m
144,NW1_KA04D4278_JETTING,nw1_ka04d4278_jetting,23/07/2023,22:50:18,17905,13.0074/77.5507,Nagapura,,0d 01h 08m
145,NE1_KA04B7111_TANKER,ne1_ka04b7111_tanker,24/07/2023,14:33:21,14101,13.0112/77.5675,Malleshwaram,,0d 00h 00m
146,SW3_KA02AC5929_JETTING,sw3_ka02ac5929_jetting,27/07/2023,10:48:19,23823,12.9487/77.5622,Hanumantha Nagar,,4d 00h 33m
147,NE1_KA04A6216_JETTING,ne1_ka04a6216_jetting,27/07/2023,12:46:10,1317029,13.0111/77.5674,Malleshwaram,,1d 14h 41m
148,SE1_KA04D4110_JETTING,se1_ka04d4110_jetting,27/07/2023,13:42:18,19142,12.9408/77.6311,Ejipura,,0d 00h 13m
149,NE2_KA05AD2943_DESILTING,ne2_ka05ad2943_desilting,27/07/2023,23:58:05,739,,,,0d 00h 00m
150,SW3_KA04C5147_JETTING,sw3_ka04c5147_jetting,27/07/2023,23:58:08,26825,12.9426/77.5753,Venus Residency,,0d 00h 00m
151,SE1_KA04AA9030_DESILTING,se1_ka04aa9030_desilting,27/07/2023,23:58:33,11882,12.9580/77.6123,Hotel Royal Heritage,,0d 00h 00m
152,SE1_KA04AB5794_JETTING,se1_ka04ab5794_jetting,27/07/2023,23:58:34,2853,12.9581/77.6122,Hotel Royal Heritage,,0d 00h 00m
153,NE2_KA04AB5800_JETTING,ne2_ka04ab5800_jetting,27/07/2023,23:58:35,15941,13.0103/77.5673,Malleshwaram,,0d 00h 00m
154,WWM_KC2_KA53B3472_JETTING,wwm_kc2_ka53b3472_jetting,27/07/2023,23:58:35,37899,12.9476/77.6235,Vivek Nagar,,0d 00h 49m
155,E1_KA04D5122_TANKER,e1_ka04d5122_tanker,27/07/2023,23:58:40,28198,13.0209/77.6497,Babushibpalya,,0d 00h 00m
156,SW3_KA05AD2942_DESILTING,sw3_ka05ad2942_desilting,27/07/2023,23:58:43,27343,12.8986/77.5118,Rajarajeshwari Nagar,,0d 00h 00m
157,WWM_VV1_KA04AA9029_DESILTING,wwm_vv1_ka04aa9029_desilting,27/07/2023,23:58:44,3393,12.8990/77.5116,Rajarajeshwari Nagar,,0d 00h 00m
158,NW1_KA04D6656_JETTING,nw1_ka04d6656_jetting,27/07/2023,23:58:44,26670,13.0074/77.5509,Nagapura,,0d 02h 37m
159,WWM_VV1_KA53B3459_DUMPING,wwm_vv1_ka53b3459_dumping,27/07/2023,23:58:44,8702,12.9365/77.5212,Nayandanahalli,,0d 00h 00m
160,SW3_KA05A8077_TANKER,sw3_ka05a8077_tanker,27/07/2023,23:58:49,13243,12.9424/77.5757,Venus Residency,,0d 00h 00m
161,NE2_KA04D4272_JETTING,ne2_ka04d4272_jetting,27/07/2023,23:58:50,19667,12.9903/77.5781,Seshadripuram,,0d 00h 00m
162,NE2_KA04B7110_TANKER,ne2_ka04b7110_tanker,27/07/2023,23:58:52,37108,13.0104/77.5666,Malleshwaram,,0d 00h 00m
163,NE1_KA04C5136_JETTING,ne1_ka04c5136_jetting,27/07/2023,23:58:52,41701,13.0104/77.5665,Malleshwaram,,0d 00h 00m
164,SE1_KA04AB5793_JETTING,se1_ka04ab5793_jetting,27/07/2023,23:58:52,18031,12.9663/77.5879,BBMP,,0d 00h 00m
165,NE2_KA04C5137_JETTING,ne2_ka04c5137_jetting,27/07/2023,23:58:53,41004,13.0104/77.5668,Malleshwaram,,0d 00h 00m
166,SE1_KA04C5150_JETTING,se1_ka04c5150_jetting,27/07/2023,23:58:57,13078,12.9580/77.6128,Hotel Royal Heritage,,0d 00h 00m
167,NE1_KA04D5158_JETTING,ne1_ka04d5158_jetting,27/07/2023,23:58:57,1133,12.9891/77.5652,Srirampuram,,0d 00h 00m
168,NW1_KA04C5131_JETTING,nw1_ka04c5131_jetting,27/07/2023,23:58:58,8534,13.0074/77.5506,Nagapura,,0d 00h 00m
169,SW3_KA04A9513_JETTING,sw3_ka04a9513_jetting,27/07/2023,23:59:01,31460,12.9429/77.5762,Venus Residency,,126d 02h 10m
1,EE_WWMNH_A_V_KA53B3470_SUCTION,ee_wwmnh_a_v_ka53b3470_suction,1/1/2014,5:30:18,22823,,,,0d 00h 01m
2,E11_KA04C5158_JETTING,e11_ka04c5158_jetting,1/1/2014,5:30:20,22358,,,,0d 18h 08m
3,SW2_KA04AA7685_DESILTING,sw2_ka04aa7685_desilting,1/1/2014,5:30:20,7981,,,,0d 01h 19m
4,WWMN_CV1_KA53B3464_JETTING,wwmn_cv1_ka53b3464_jetting,1/1/2014,5:30:20,14804,,,,28d 08h 15m
5,S12_KA05D8083_TANKER,s12_ka05d8083_tanker,1/1/2014,5:30:20,32840,,,,0d 02h 17m
6,E12_KA04D6648_JETTING,e12_ka04d6648_jetting,1/1/2014,5:30:20,14721,,,,0d 16h 41m
7,WWMN_CV1_KA04AA9020_DESILTING,wwmn_cv1_ka04aa9020_desilting,1/1/2014,5:30:20,14801,,,,1d 00h 14m
8,SE5_KA04A3044_JETTING,se5_ka04a3044_jetting,1/1/2014,5:30:22,17052,,,,0d 00h 00m
9,E21_KA02AC4521_JETTING,e21_ka02ac4521_jetting,1/1/2014,5:30:29,40815,,,,0d 00h 00m
10,W21_KA04D4156_JETTING,w21_ka04d4156_jetting,1/1/2014,5:30:30,26751,,,,0d 00h 00m
11,NW12_KA04D4601_JETTING,nw12_ka04d4601_jetting,1/1/2014,5:30:30,22663,,,,0d 00h 00m
12,SW2_KA04D4607_JETTING,sw2_ka04d4607_jetting,1/1/2014,5:30:31,17960,,,,0d 00h 00m
13,S11_KA04D5298_TANKER,s11_ka04d5298_tanker,1/1/2014,5:30:32,40655,,,,0d 00h 00m
14,SW4_KA04C5143_JETTING,sw4_ka04c5143_jetting,1/1/2014,5:30:32,41183,,,,6d 18h 37m
15,NE2_KA04D5294_TANKER,ne2_ka04d5294_tanker,1/1/2014,5:30:35,10823,,,,0d 00h 01m
16,NW3_KA04D5235_TANKER,nw3_ka04d5235_tanker,1/1/2014,5:30:41,28565,,,,0d 00h 00m
17,W22_KA04C5134_JETTING,w22_ka04c5134_jetting,1/1/2014,5:30:48,17135,,,,0d 00h 00m
18,S11_KA04D5161_JETTING,s11_ka04d5161_jetting,1/1/2014,5:30:50,17570,,,,0d 00h 00m
19,SW1_KA04D5123_TANKER,sw1_ka04d5123_tanker,1/1/2014,5:30:50,14994,,,,0d 00h 00m
20,NW1_KA04D3161_TANKER,nw1_ka04d3161_tanker,1/1/2014,5:30:52,23534,,,,0d 00h 00m
21,N12_KA04C3715_JETTING,n12_ka04c3715_jetting,1/1/2014,5:30:52,14842,,,,0d 00h 00m
22,NW3_KA04A3043_JETTING,nw3_ka04a3043_jetting,1/1/2014,5:30:52,21623,,,,16d 22h 25m
23,WWMN_CV1_KA53B3463_DUMPTANKER,wwmn_cv1_ka53b3463_dumptanker,1/1/2014,5:31:00,15425,,,,0d 00h 00m
24,NW4_KA04C5135_JETTING,nw4_ka04c5135_jetting,1/1/2014,5:31:01,15276,,,,0d 00h 00m
25,SE6_KA04D6654_JETTING,se6_ka04d6654_jetting,1/1/2014,5:31:07,24495,,,,0d 00h 00m
26,E22_KA04C5153_JETTING,e22_ka04c5153_jetting,1/1/2014,5:31:23,55251,,,,0d 00h 00m
27,S11_KA04D4104_JETTING,s11_ka04d4104_jetting,1/1/2014,5:31:28,25397,,,,0d 00h 00m
28,SE2_KA04D6651_JETTING,se2_ka04d6651_jetting,1/1/2014,5:31:29,30487,,,,0d 00h 00m
29,NW11_KA04D6653_JETTING,nw11_ka04d6653_jetting,1/1/2014,5:31:35,15038,,,,0d 00h 00m
30,SE2_KA05D8227_TANKER,se2_ka05d8227_tanker,1/1/2014,5:31:40,50156,,,,0d 00h 00m
31,E21_KA03C5060_TANKER,e21_ka03c5060_tanker,1/1/2014,5:31:49,54665,,,,0d 00h 00m
32,WWW_V_VV1_KA53B3462_JETTING,www_v_vv1_ka53b3462_jetting,1/1/2014,5:31:50,12743,,,,0d 00h 00m
33,C1_KA04D5121_TANKER,c1_ka04d5121_tanker,1/1/2014,5:31:53,12473,,,,0d 00h 00m
34,C1_KA04AD2944_DESILTING,c1_ka04ad2944_desilting,1/1/2014,5:32:58,51021,,,,0d 00h 01m
35,C1_KA04D4107_JETTING,c1_ka04d4107_jetting,1/1/2014,5:33:18,15348,,,,0d 00h 00m
36,SW1_KA04C5126_JETTING,sw1_ka04c5126_jetting,1/1/2014,5:33:19,13883,,,,0d 00h 00m
37,E21_KA04D4862_JETTING,e21_ka04d4862_jetting,1/1/2014,5:33:51,23030,,,,0d 00h 00m
38,EE_WWMNH_A_V_KA53B3471_SUCTION,ee_wwmnh_a_v_ka53b3471_suction,1/1/2014,5:34:49,49767,,,,0d 00h 00m
39,E23_KA04C3716_JETTING,e23_ka04c3716_jetting,1/1/2014,5:35:04,12560,,,,0d 00h 00m
40,NW4_KA04AC5936_TANKER,nw4_ka04ac5936_tanker,1/1/2014,5:35:20,19999,,,,0d 02h 36m
41,N21_KA04D5125_TANKER,n21_ka04d5125_tanker,1/1/2014,5:39:33,14772,,,,0d 00h 00m
42,E11_KA04D5289_TANKER,e11_ka04d5289_tanker,1/1/2014,5:42:26,26069,,,,0d 00h 00m
43,WWW_V_VV1_KA53B3467_JETTING,www_v_vv1_ka53b3467_jetting,1/1/2014,5:48:00,49084,,,,4d 19h 25m
44,NW3_KA04D4113_JETTING,nw3_ka04d4113_jetting,1/1/2014,5:48:33,14574,,,,0d 00h 00m
45,C2_KA04C5160_JETTING,c2_ka04c5160_jetting,1/1/2014,6:01:12,19260,,,,0d 00h 00m
46,S11_KA04C2198_JETTING,s11_ka04c2198_jetting,1/1/2014,6:14:35,26633,,,,0d 18h 38m
47,N11_KA04C5142_JETTING,n11_ka04c5142_jetting,1/1/2014,6:18:27,39490,13.0590/77.5874,Chairman's Club & Resort,,0d 00h 00m
48,C2_KA03C5048_TANKER,c2_ka03c5048_tanker,1/1/2014,7:29:58,14071,,,,0d 00h 00m
49,N21_KA02AC4524_JETTING,n21_ka02ac4524_jetting,1/1/2014,8:03:50,34571,,,,0d 00h 00m
50,SW1_KA02AC5939_JETTING,sw1_ka02ac5939_jetting,1/1/2014,8:05:02,21485,12.9701/77.5834,Cubbonpet,,0d 00h 00m
51,SW6_KA04D5233_TANKER,sw6_ka04d5233_tanker,1/1/2014,8:51:06,85338,12.8747/77.5180,Poornapragana Layout,,0d 00h 00m
52,N11_KA04D6659_JETTING,n11_ka04d6659_jetting,1/1/2014,9:36:51,64346,13.0518/77.6306,Tansandra,,0d 00h 00m
53,C2_KA02AC5950_JETTING,c2_ka02ac5950_jetting,1/1/2014,9:50:24,18767,,,,0d 00h 00m
54,S11_KA04C5151_JETTING,s11_ka04c5151_jetting,1/1/2014,9:51:57,20678,12.9473/77.5964,Lemon Tree Electronic City,,0d 19h 09m
55,SE6_KA04AA9017_DESILTING,se6_ka04aa9017_desilting,1/1/2014,9:58:18,18594,12.9209/77.6057,Gurappanapalya,,0d 21h 28m
56,EE_WWMNK_T_V_KA53B3469_JETTING,ee_wwmnk_t_v_ka53b3469_jetting,1/1/2014,10:22:36,107687,12.9475/77.6231,Vivek Nagar,,0d 00h 00m
57,S13_KA04C5149_JETTING,s13_ka04c5149_jetting,1/1/2014,10:52:26,21212,,,,0d 00h 03m
58,E13_KA02AC4534_JETTING,e13_ka02ac4534_jetting,1/1/2014,10:52:53,30930,,,,0d 00h 00m
59,S12_KA04D4603_JETTING,s12_ka04d4603_jetting,1/1/2014,10:55:20,89403,12.9003/77.6226,Hongasandra,,0d 00h 00m
60,N22_KA02AC4516_JETTING,n22_ka02ac4516_jetting,1/1/2014,12:05:01,32334,13.0662/77.5581,Dod Bammasandra,,0d 00h 00m
61,N12_KA04AA1784_DESILTING,n12_ka04aa1784_desilting,1/1/2014,12:12:18,15696,13.0179/77.6056,Keval Bhairsandra,,7d 22h 12m
62,SE5_KA04D4155_JETTING,se5_ka04d4155_jetting,1/1/2014,12:19:48,27211,12.9222/77.6340,Koramangala Teachers Colony,,0d 00h 03m
63,SW2_KA04C5161_JETTING,sw2_ka04c5161_jetting,1/1/2014,12:38:39,18264,13.0236/77.5587,Devanalya,,0d 00h 00m
64,S12_KA04C4868_JETTING,s12_ka04c4868_jetting,1/1/2014,12:40:32,92358,12.9137/77.6264,Central Silk Board Hosur Road,,0d 00h 00m
65,W22_KA04D4864_JETTING,w22_ka04d4864_jetting,1/1/2014,13:30:07,35696,,,,0d 00h 00m
66,C1_KA01D7292_JETTING,c1_ka01d7292_jetting,1/1/2014,13:30:07,25378,,,,0d 00h 00m
67,E11_KA04D5163_JETTING,e11_ka04d5163_jetting,1/1/2014,13:30:08,30747,,,,0d 00h 00m
68,SW4_KA04D5285_TANKER,sw4_ka04d5285_tanker,1/1/2014,13:59:02,27082,12.9202/77.5440,Bhuvaneshwara Nagar,,0d 00h 01m
69,SW5_KA03C5043_TANKER,sw5_ka03c5043_tanker,1/1/2014,14:15:50,43140,12.9000/77.5600,ISRO Layout,,0d 00h 00m
70,NE2_KA04AA1782_DESILTING,ne2_ka04aa1782_desilting,1/1/2014,14:42:21,18918,13.0378/77.5653,Dollars Colony,,0d 19h 14m
71,C2_KA02AC5935_JETTING,c2_ka02ac5935_jetting,1/1/2014,14:57:57,32286,13.0115/77.6044,DevaraJevanaHalli,,0d 00h 00m
72,S11_KA04D5124_TANKER,s11_ka04d5124_tanker,1/1/2014,15:27:42,49661,12.8577/77.5752,Gottigere,,0d 00h 02m
73,E24_KA04D5127_TANKER,e24_ka04d5127_tanker,1/1/2014,15:29:44,24176,13.0112/77.6673,Yerranapallya,,0d 00h 34m
75,NW3_KA04D5126_TANKER,nw3_ka04d5126_tanker,1/1/2014,15:42:33,18784,13.0433/77.5155,Dasarhalli,,0d 00h 00m
76,SE2_KA04C5154_JETTING,se2_ka04c5154_jetting,1/1/2014,15:45:40,18526,12.9754/77.6231,Ulsoor,,0d 01h 37m
77,NE2_KA02AC5944_JETTING,ne2_ka02ac5944_jetting,1/1/2014,15:51:40,63270,13.0349/77.5726,Sanjay Nagar,,0d 00h 00m
78,W21_KA04D5305_TANKER,w21_ka04d5305_tanker,1/1/2014,16:04:48,6489,13.0103/77.5673,Malleshwaram,,0d 00h 00m
79,N12_KA04B7114_TANKER,n12_ka04b7114_tanker,1/1/2014,16:04:56,37588,13.0291/77.6107,Shampura,,0d 00h 00m
80,E12_KA04D6650_JETTING,e12_ka04d6650_jetting,1/1/2014,16:05:32,20033,12.9660/77.6788,Keerthi Regency,,0d 17h 31m
81,WWW_V_VV1_KA53B3465_JETTING,www_v_vv1_ka53b3465_jetting,1/1/2014,16:24:02,31739,12.9834/77.5206,Kamakshi Palya,,0d 21h 12m
82,E24_KA04C5159_JETTING,e24_ka04c5159_jetting,1/1/2014,16:24:33,70036,13.0045/77.6674,Kottur,,0d 00h 00m
83,N12_KA04AA1780_DESILTING,n12_ka04aa1780_desilting,1/1/2014,16:33:55,15647,13.0411/77.5882,Hebbal,,0d 16h 41m
84,S11_KA04D4106_JETTING,s11_ka04d4106_jetting,1/1/2014,16:34:12,95417,12.9226/77.5970,Tilak Nagar,,0d 00h 01m
85,C1_KA04C5127_JETTING,c1_ka04c5127_jetting,1/1/2014,16:37:41,18341,12.9871/77.5901,Hotel Chalukya,,6d 00h 00m
86,N12_KA04D4115_JETTING,n12_ka04d4115_jetting,1/1/2014,16:38:44,24789,13.0187/77.5962,RT Nagar,,0d 00h 00m
87,S11_KA04C2203_JETTING,s11_ka04c2203_jetting,1/1/2014,16:43:15,29548,12.9074/77.5967,J.P. Nagar 3rd Phase,,0d 00h 00m
88,SE5_KA05B8084_TANKER,se5_ka05b8084_tanker,1/1/2014,16:47:46,26464,12.9283/77.6240,Grand Mercure Bangalore,,0d 00h 00m
89,N12_KA04AA1781_DESILTING,n12_ka04aa1781_desilting,1/1/2014,16:55:56,12774,13.0193/77.6019,Mysore Lancers Lines,,0d 00h 00m
90,C2_KA03C5064_TANKER,c2_ka03c5064_tanker,1/1/2014,17:03:27,47770,13.0158/77.6160,Jivanhalli,,0d 00h 00m
91,SW5_KA04D4270_JETTING,sw5_ka04d4270_jetting,1/1/2014,17:08:22,48381,12.9063/77.5610,Kumaraswamy Layout,,0d 00h 00m
92,S12_KA04C5145_JETTING,s12_ka04c5145_jetting,1/1/2014,17:10:42,27663,12.8991/77.6158,Vijaya Bank Colony,,1d 01h 30m
93,E24_KA04D4157_JETTING,e24_ka04d4157_jetting,1/1/2014,18:34:19,55508,13.0007/77.6650,Hotel Evoma,,0d 00h 00m
101,C2_KA03B965_JETTING,c2_ka03b965_jetting,30/12/2019,14:29:16,11427,12.9953/77.6152,FrazerTown,,1541d 21h 02m
100,C2_KA04AA9028_DESILTING,c2_ka04aa9028_desilting,18/11/2019,16:58:37,28,13.0016/77.6279,Seva Nagar,,1582d 12h 30m
114,E24_KA03C5056_TANKER,e24_ka03c5056_tanker,7/7/2020,14:47:05,18982,13.0129/77.7054,Shigehalli,,1351d 20h 44m
103,NE2_KA04A3048_JETTING,ne2_ka04a3048_jetting,8/1/2020,10:22:15,15629,13.0186/77.6128,Keval Bhairsandra,,1533d 01h 03m
96,NE3_KA04AA1789_DESILTING,ne3_ka04aa1789_desilting,30/10/2018,14:37:57,,13.0247/77.5948,RT Nagar,,1967d 20h 53m
128,NW11_KA02B6769_JETTING,nw11_ka02b6769_jetting,16/02/2023,11:25:41,25211,12.9715/77.5550,Goripalya,,1599d 18h 59m
99,NW11_KA04A3047_JETTING,nw11_ka04a3047_jetting,7/10/2019,10:21:25,,12.9467/77.5301,Banagiri Nagar,,1626d 01h 10m
113,S12_KA04C5152_JETTING,s12_ka04c5152_jetting,16/06/2020,13:04:34,18568,12.9771/77.4381,Bayandhalli,,1372d 22h 27m
94,SE1_CAW210_TANKER,SE1_CAW210_Tanker,17/11/2016,15:51:15,58,12.9817/77.6284,Halsur,,2730d 23h 58m
95,SE1_CAW313_TANKER,SE1_CAW313_Tanker,23/11/2016,12:43:25,772,12.9817/77.6284,Halsur,,2709d 20h 01m
105,SE1_KA03B964_JETTING,se1_ka03b964_jetting,14/01/2020,18:12:54,769415,12.8804/77.5464,Vasantpura,,1526d 17h 12m
107,SE1_KA04A3046_JETTING,se1_ka04a3046_jetting,16/01/2020,13:32:37,18216,12.9581/77.6124,Hotel Royal Heritage,,1524d 21h 52m
106,N12_KA04AA1783_DESILTING,n12_ka04aa1783_desilting,16/01/2020,13:32:30,23445,13.0298/77.5887,CBI,,879d 00h 37m
104,STP_CUBBON_PARK_KA05D8079_TANKER,stp_cubbon_park_ka05d8079_tanker,9/1/2020,14:10:39,16856,12.9707/77.5910,Iris Hotel,,1531d 21h 15m
108,NW1_KA04B6770_JETTING,nw1_ka04b6770_jetting,16/01/2020,13:32:37,16480,12.9675/77.5331,Maruthi Mandir,,871d 23h 29m
109,W21_KA04D5156_JETTING,w21_ka04d5156_jetting,6/2/2020,0:22:32,1609344,12.9194/77.5222,Kenchenahalli,,0d 00h 00m
110,WWMN_CV1_KA53B3468_JETTING,wwmn_cv1_ka53b3468_jetting,6/2/2020,21:54:49,816669,,,,0d 00h 00m
111,NW3_KA04AB6025_JETTING,nw3_ka04ab6025_jetting,7/2/2020,6:04:59,1609344,13.0620/77.5044,Bagalkunti,,0d 00h 00m
112,WWM_VV2_KA41AB5933_RECYCLER,wwm_vv2_ka41ab5933_recycler,7/2/2020,11:20:02,1609344,12.9341/77.4916,Nagadevanahalli,,0d 00h 00m
102,SW2_CAW236_JETTING,sw2_caw236_jetting,2/1/2020,12:58:16,1736,12.8814/77.5453,Vasantpura,,1538d 20h 08m
97,SW2_CAW311_TANKER,SW2_CAW311_Tanker,31/10/2018,11:21:59,326,12.9267/77.5598,Banagiri Nagar,,2461d 19h 31m
118,SW2_KA04A9520_JETTING,sw2_ka04a9520_jetting,12/1/2021,12:17:59,9897,12.9777/77.4387,Bayandhalli,,1162d 23h 12m
116,SW4_KA04D4605_JETTING,sw4_ka04d4605_jetting,29/07/2020,10:25:19,17890,12.9296/77.5350,Hosakerahalli,,1330d 01h 06m
117,NE1_KA04A9515_JETTING,ne1_ka04a9515_jetting,7/10/2020,11:34:01,4283,13.0119/77.5677,Malleshwaram,,501d 18h 08m
98,W22_KA01A5947_JETTING,w22_ka01a5947_jetting,23/08/2019,11:10:59,,12.9719/77.5127,Naagarabhaavi,,1671d 00h 20m
119,NE1_KA03C5068_TANKER,ne1_ka03c5068_tanker,3/3/2022,17:51:57,1056415,12.9705/77.5914,Iris Hotel,,747d 17h 40m
120,NW1_KA04A9519_JETTING,nw1_ka04a9519_jetting,22/04/2022,10:49:08,24278,13.0089/77.5490,NarayanaNethralaya,,698d 00h 42m
121,WWM_KC2_KA53B3473_DUMPTANKER,wwm_kc2_ka53b3473_dumptanker,20/05/2022,14:45:58,3327,12.9561/77.6434,Hare Krishna Residency,,669d 20h 45m
122,SW6_KA04C5129_JETTING,sw6_ka04c5129_jetting,27/07/2022,12:44:16,26916,12.8745/77.5182,Poornapragana Layout,,601d 22h 47m
123,E11_KA04D5291_TANKER,e11_ka04d5291_tanker,4/11/2022,14:35:25,3144,13.0106/77.5666,Malleshwaram,,501d 20h 56m
124,W21_KA04A9521_JETTING,w21_ka04a9521_jetting,15/11/2022,9:35:00,61537,12.9275/77.5156,Kenchenahalli,,491d 01h 56m
125,SW1_KA04A7291_JETTING,sw1_ka04a7291_jetting,20/12/2022,12:24:22,12567,12.9806/77.5731,Hotel Rajmahal,,455d 23h 07m
126,NE2_KA04A9517_JETTING,ne2_ka04a9517_jetting,14/01/2023,15:38:32,10869,12.9894/77.5711,Golden Residency,,430d 19h 53m
127,NW11_KA05AD2945_DESILTING,nw11_ka05ad2945_desilting,13/02/2023,12:58:33,7217,12.9745/77.5483,Chord Road,,400d 22h 32m
115,WWM_KC1_KA04AA5948_DESILTING,wwm_kc1_ka04aa5948_desilting,23/07/2020,13:20:39,48091,12.9006/77.5857,Hotel Nandhini J.P.Nagar,,1335d 22h 10m
129,N11_KA04AA7682_DESILTING,n11_ka04aa7682_desilting,17/02/2023,10:22:14,53504,13.0578/77.5733,Kodigehalli,,397d 01h 09m
130,NE2_KA049930_TANKER,ne2_ka049930_tanker,17/02/2023,17:47:46,30579,13.0106/77.5674,Malleshwaram,,396d 17h 44m
131,SW5_KA04C5144_JETTING,sw5_ka04c5144_jetting,8/6/2023,12:14:44,41066,12.8953/77.5418,Vasantpura,,285d 23h 16m
132,SE6_KA04A9518_JETTING,se6_ka04a9518_jetting,12/6/2023,19:22:16,44969,12.9156/77.6014,BTM Layout 1st Stage,,281d 16h 09m
133,WWM_VV1_KA53B3460_JETTING,wwm_vv1_ka53b3460_jetting,18/06/2023,18:31:44,299,13.0692/77.5940,Satya Comforts Serviced Apartments,,89d 19h 44m
134,WWM_KA53B3475_DUMPING,wwm_ka53b3475_dumping,20/06/2023,10:54:07,12519,13.0424/77.6013,Visvesvaraya Nagenhalli,,122d 20h 39m
135,NE1_KA04B7112_TANKER,ne1_ka04b7112_tanker,4/7/2023,15:17:53,90683,13.0111/77.5673,Malleshwaram,,224d 00h 32m
136,SE4_KA04A3282_JETTING,se4_ka04a3282_jetting,20/07/2023,19:41:41,23789,12.9827/77.6496,Thippasandra,,243d 15h 49m
137,WWM_KA53B3477_DUMPING,wwm_ka53b3477_dumping,21/07/2023,10:49:18,5804,13.0425/77.6015,Visvesvaraya Nagenhalli,,105d 02h 02m
138,SE5_KA04D5311_TANKER,se5_ka04d5311_tanker,16/08/2023,15:13:16,17410,12.9114/77.6467,HSR Club,,31d 23h 53m
139,SE2_KA049409_JETTING,se2_ka049409_jetting,18/08/2023,14:52:33,12202,12.9868/77.6478,Baiyyappanahalli,,150d 01h 40m
140,N12_KA04A6215_JETTING,n12_ka04a6215_jetting,19/08/2023,10:51:09,17588,13.0253/77.6075,Sultanpalya,,214d 00h 40m
141,SW3_KA05AD2942_DESILTING,sw3_ka05ad2942_desilting,4/10/2023,8:31:57,28150,12.9429/77.5759,Venus Residency,,0d 00h 00m
142,N21_KA04C2201_JETTING,n21_ka04c2201_jetting,16/10/2023,13:29:52,21697,13.1062/77.5658,Attur,,155d 22h 01m
144,SW2_KA04A3045_JETTING,sw2_ka04a3045_jetting,20/10/2023,18:10:21,19483,12.9428/77.5757,Venus Residency,,151d 17h 21m
